2.81E+00,3.04E+01,4.97E+01,6.01E+01,6.74E+01,7.31E+01,7.74E+01,8.13E+01,8.43E+01,8.61E+01,8.51E+01
9.79E-01,8.76E+00,1.28E+01,1.47E+01,1.64E+01,1.85E+01,2.63E+01,3.35E+01,4.16E+01,4.85E+01,5.41E+01
2.22E-01,7.42E-01,6.12E-01,5.24E-01,4.54E-01,4.01E-01,3.62E-01,3.34E-01,2.33E+00,4.13E+00,4.69E+00
1.07E+00,1.14E+01,1.72E+01,1.97E+01,1.71E+01,1.47E+01,1.30E+01,1.16E+01,1.08E+01,9.98E+00,9.44E+00
